,filename,objectID,name,xmin,ymin,xmax,ymax
2106,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000853.jpg,object_02,D00,430,125,512,201
2107,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000854.jpg,object_00,D40,242,73,266,95
2108,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000854.jpg,object_01,D40,231,78,239,90
2109,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000855.jpg,object_00,D00,262,113,292,506
2110,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000855.jpg,object_01,D10,174,217,484,259
2111,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000855.jpg,object_02,D10,1,199,165,211
2112,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000856.jpg,object_00,Repair,400,88,512,188
2113,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000856.jpg,object_01,D10,281,127,427,144
2114,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000856.jpg,object_02,D00,210,77,280,127
2115,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000856.jpg,object_03,D00,202,35,207,77
2116,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000856.jpg,object_04,D10,328,291,512,318
2117,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000856.jpg,object_05,D40,472,358,495,401
2118,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000856.jpg,object_06,D20,430,317,512,417
2119,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000856.jpg,object_07,D00,319,325,344,427
2120,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000856.jpg,object_08,D10,117,347,313,383
2121,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000857.jpg,object_00,D00,294,77,431,506
2122,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000857.jpg,object_01,D00,8,28,214,509
2123,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000858.jpg,object_00,D20,172,129,512,511
2124,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000858.jpg,object_01,D00,213,1,259,127
2125,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000858.jpg,object_02,D10,1,336,173,367
2126,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000859.jpg,object_00,D20,80,210,512,511
2127,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000860.jpg,object_00,D10,1,246,512,317
2128,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000861.jpg,object_00,D00,237,223,258,511
2129,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000862.jpg,object_00,D00,77,1,174,512
2130,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000863.jpg,object_00,D00,122,1,165,149
2131,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000863.jpg,object_01,D20,160,1,512,283
2132,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000863.jpg,object_02,D20,421,281,512,397
2133,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000863.jpg,object_03,Repair,132,165,512,512
2134,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000864.jpg,object_00,D10,1,276,512,401
2135,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000865.jpg,object_00,D00,7,233,155,508
2136,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000866.jpg,object_00,D10,229,265,510,322
2137,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000866.jpg,object_01,D10,11,260,181,307
2138,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000867.jpg,object_00,D20,1,241,223,440
2139,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000867.jpg,object_01,D10,222,362,318,396
2140,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000867.jpg,object_02,D00,319,315,379,370
2141,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000867.jpg,object_03,D20,1,120,102,195
2142,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000868.jpg,object_00,D00,49,341,108,510
2143,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000869.jpg,object_00,D00,63,73,212,502
2144,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000870.jpg,object_00,D00,13,256,87,483
2145,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000870.jpg,object_01,D10,1,325,184,352
2146,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000870.jpg,object_02,D00,457,15,512,184
2147,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000871.jpg,object_00,D00,204,1,247,512
2148,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000872.jpg,object_00,D00,332,72,510,204
2149,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000872.jpg,object_01,D00,161,260,512,311
2150,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000872.jpg,object_02,D00,22,279,157,399
2151,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000872.jpg,object_03,D10,5,395,240,457
2152,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000873.jpg,object_00,D20,1,280,197,511
2153,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000873.jpg,object_01,D20,220,281,495,348
2154,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000873.jpg,object_02,D10,4,41,161,68
2155,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000874.jpg,object_00,D00,270,37,461,512
2156,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000875.jpg,object_00,D00,229,252,512,373
2157,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000875.jpg,object_01,D10,1,361,467,451
2158,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000875.jpg,object_02,D00,53,358,227,414
2159,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000876.jpg,object_00,D20,188,1,412,511
2160,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000877.jpg,object_00,D00,42,127,125,421
2161,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000877.jpg,object_01,D00,243,3,431,475
2162,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000878.jpg,object_00,D00,184,75,221,510
2163,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000879.jpg,object_00,D00,90,1,193,512
2164,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000880.jpg,object_00,D20,1,119,347,311
2165,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000881.jpg,object_00,D00,105,2,129,138
2166,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000881.jpg,object_01,D00,53,137,121,265
2167,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000881.jpg,object_02,D00,129,119,187,145
2168,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000881.jpg,object_03,D00,196,168,256,244
2169,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000881.jpg,object_04,D00,257,247,269,325
2170,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000881.jpg,object_05,D00,171,245,508,509
2171,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000882.jpg,object_00,D40,450,258,465,274
2172,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000882.jpg,object_01,D20,466,245,512,291
2173,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000882.jpg,object_02,D20,405,137,509,189
2174,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000882.jpg,object_03,Repair,1,87,494,388
2175,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000882.jpg,object_04,D00,394,387,442,512
2176,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000883.jpg,object_00,D00,67,151,270,442
2177,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000883.jpg,object_01,D00,270,34,401,139
2178,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000884.jpg,object_00,D10,9,84,88,98
2179,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000884.jpg,object_01,D00,58,107,152,499
2180,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000884.jpg,object_02,D10,97,73,204,90
2181,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000885.jpg,object_00,D00,250,141,487,511
2182,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000885.jpg,object_01,D00,13,113,191,393
2183,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000885.jpg,object_02,D00,54,309,128,504
2184,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000885.jpg,object_03,D00,319,108,510,180
2185,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000886.jpg,object_00,D00,270,91,399,509
2186,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000887.jpg,object_00,D00,211,162,235,511
2187,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000888.jpg,object_00,D20,1,291,197,512
2188,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000888.jpg,object_01,D20,288,268,477,506
2189,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000889.jpg,object_00,D10,1,270,512,313
2190,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000890.jpg,object_00,D00,92,145,255,275
2191,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000890.jpg,object_01,D10,259,271,430,299
2192,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000890.jpg,object_02,D00,431,297,510,349
2193,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000890.jpg,object_03,D00,64,3,75,96
2194,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000890.jpg,object_04,D00,1,80,56,143
2195,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000890.jpg,object_05,D20,82,65,147,127
2196,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000891.jpg,object_00,D00,323,113,415,512
2197,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000891.jpg,object_01,D00,248,1,316,511
2198,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000892.jpg,object_00,D00,193,67,399,163
2199,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000892.jpg,object_01,D10,160,220,512,261
2200,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000893.jpg,object_00,D20,19,127,468,388
2201,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000893.jpg,object_01,D00,303,25,429,122
2202,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000894.jpg,object_00,D20,1,294,512,364
2203,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000894.jpg,object_01,D10,60,53,512,83
2204,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000895.jpg,object_00,D00,160,77,300,269
2205,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000895.jpg,object_01,D10,303,232,512,272
2206,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000895.jpg,object_02,D00,285,271,317,375
2207,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000895.jpg,object_03,D00,201,315,291,401
2208,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000895.jpg,object_04,D10,1,321,200,359
2209,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000895.jpg,object_05,D00,256,392,314,484
2210,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000895.jpg,object_06,D10,316,452,427,489
2211,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000896.jpg,object_00,D10,88,296,512,372
2212,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000896.jpg,object_01,D00,12,180,93,297
2213,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000896.jpg,object_02,D00,5,301,90,502
2214,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000897.jpg,object_00,D00,70,12,155,69
2215,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000897.jpg,object_01,D00,58,1,99,230
2216,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000897.jpg,object_02,D00,99,229,431,511
2217,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000897.jpg,object_03,D10,369,400,511,418
2218,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000898.jpg,object_00,D00,196,1,236,507
2219,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000899.jpg,object_00,Repair,1,32,512,373
2220,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000900.jpg,object_00,D10,1,255,512,332
2221,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000901.jpg,object_00,D10,1,273,512,365
2222,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000902.jpg,object_00,Repair,1,28,320,374
2223,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000902.jpg,object_01,D40,316,230,336,252
2224,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000902.jpg,object_02,D20,336,204,512,332
2225,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000902.jpg,object_03,D20,320,92,420,162
2226,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000902.jpg,object_04,D00,184,372,214,512
2227,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000903.jpg,object_00,D00,208,1,247,511
2228,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000904.jpg,object_00,D10,167,185,512,226
2229,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000904.jpg,object_01,D00,197,31,409,136
2230,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000905.jpg,object_00,D20,204,97,465,152
2231,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000905.jpg,object_01,D20,206,33,276,69
2232,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000905.jpg,object_02,D00,1,158,103,412
2233,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000905.jpg,object_03,Repair,1,4,200,155
2234,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000906.jpg,object_00,D00,1,6,113,317
2235,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000906.jpg,object_01,D20,146,114,449,350
2236,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000906.jpg,object_02,D20,140,349,468,511
2237,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000907.jpg,object_00,D00,282,67,433,509
2238,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000908.jpg,object_00,D10,268,352,512,380
2239,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000908.jpg,object_01,D10,1,451,179,485
2240,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000908.jpg,object_02,D10,1,104,97,121
2241,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000909.jpg,object_00,D00,1,324,475,440
2242,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000910.jpg,object_00,D10,74,329,512,427
2243,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000911.jpg,object_00,D10,26,143,512,211
2244,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000911.jpg,object_01,D00,200,9,224,512
2245,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000911.jpg,object_02,D10,356,53,468,76
2246,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000911.jpg,object_03,D00,429,1,470,56
2247,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000911.jpg,object_04,D00,407,100,448,147
2248,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000912.jpg,object_00,D00,201,292,236,511
2249,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000913.jpg,object_00,D00,176,60,263,512
2250,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000913.jpg,object_01,D00,317,25,350,74
2251,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000914.jpg,object_00,D00,1,1,393,130
2252,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000914.jpg,object_01,D20,1,178,512,511
2253,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000914.jpg,object_02,D20,1,125,87,183
2254,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000915.jpg,object_00,D10,1,310,72,332
2255,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000915.jpg,object_01,D10,1,285,512,372
2256,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000916.jpg,object_00,D00,210,118,243,512
2257,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000917.jpg,object_00,D00,298,59,381,512
2258,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000917.jpg,object_01,D00,227,1,290,512
2259,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000918.jpg,object_00,D00,1,1,119,379
2260,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000918.jpg,object_01,D20,168,241,512,511
2261,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000919.jpg,object_00,D10,3,154,105,179
2262,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000919.jpg,object_01,D00,155,181,196,510
2263,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000919.jpg,object_02,D10,117,134,262,163
2264,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000920.jpg,object_00,D10,1,79,124,101
2265,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000920.jpg,object_01,D00,196,1,202,31
2266,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000920.jpg,object_02,D10,283,43,334,59
2267,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000920.jpg,object_03,D00,225,124,253,275
2268,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000920.jpg,object_04,D00,191,112,225,163
2269,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000920.jpg,object_05,D00,202,163,223,192
2270,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000920.jpg,object_06,Repair,127,31,281,124
2271,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000921.jpg,object_00,D10,1,246,512,342
2272,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000922.jpg,object_00,D10,15,229,512,280
2273,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000923.jpg,object_00,Repair,1,29,512,361
2274,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000924.jpg,object_00,D00,224,81,262,512
2275,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000925.jpg,object_00,D00,393,18,431,275
2276,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000925.jpg,object_01,D10,1,358,77,373
2277,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000926.jpg,object_00,D20,181,1,336,511
2278,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000927.jpg,object_00,D20,236,318,512,399
2279,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000927.jpg,object_01,D10,1,317,236,360
2280,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000927.jpg,object_02,D10,187,63,512,92
2281,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000928.jpg,object_00,D10,1,224,512,321
2282,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000929.jpg,object_00,D10,1,278,512,338
2283,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000930.jpg,object_00,D20,1,136,465,369
2284,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000931.jpg,object_00,D20,187,170,356,345
2285,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000931.jpg,object_01,D00,206,350,226,495
2286,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000931.jpg,object_02,Repair,229,64,283,126
2287,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000931.jpg,object_03,Repair,280,4,397,167
2288,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000932.jpg,object_00,D10,160,218,425,255
2289,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000932.jpg,object_01,D10,423,197,512,224
2290,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000932.jpg,object_02,D00,330,4,418,219
2291,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000932.jpg,object_03,D00,426,239,512,440
2292,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000932.jpg,object_04,D00,77,1,211,512
2293,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000933.jpg,object_00,D00,159,11,203,509
2294,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000934.jpg,object_00,D10,1,248,512,319
2295,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000935.jpg,object_00,D00,229,262,273,512
2296,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000935.jpg,object_01,D20,180,151,477,259
2297,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000936.jpg,object_00,Repair,139,70,512,511
2298,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000936.jpg,object_01,D00,125,1,150,55
2299,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000936.jpg,object_02,D20,168,1,512,185
2300,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000936.jpg,object_03,D20,420,184,512,300
2301,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000937.jpg,object_00,D10,115,320,512,362
2302,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000938.jpg,object_00,D20,134,80,270,511
2303,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000938.jpg,object_01,D00,443,215,512,338
2304,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000938.jpg,object_02,D00,217,31,240,79
2305,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000939.jpg,object_00,D10,36,136,199,165
2306,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000939.jpg,object_01,D00,203,1,350,413
2307,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000940.jpg,object_00,D40,204,197,237,275
2308,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000941.jpg,object_00,D00,285,172,442,508
2309,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000941.jpg,object_01,D00,69,123,211,505
2310,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000941.jpg,object_02,D00,344,110,503,196
2311,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000942.jpg,object_00,D00,72,1,111,163
2312,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000942.jpg,object_01,D00,110,163,505,512
2313,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000942.jpg,object_02,D10,359,292,500,303
2314,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000942.jpg,object_03,D10,81,2,146,37
2315,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000943.jpg,object_00,D20,196,1,285,102
2316,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000943.jpg,object_01,D10,14,219,209,261
2317,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000943.jpg,object_02,D00,211,110,328,512
2318,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000944.jpg,object_00,D20,157,194,512,511
2319,D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000944.jpg,object_01,D10,1,441,157,466
