filename,objectID,name,xmin,ymin,xmax,ymax
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000791.jpg,object_04,D00,223,382,395,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000791.jpg,object_05,D10,75,287,194,318
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000791.jpg,object_06,D10,85,377,193,410
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000792.jpg,object_00,D10,1,241,512,374
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000793.jpg,object_00,D00,328,323,353,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000793.jpg,object_01,D00,13,365,27,498
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000793.jpg,object_02,D00,63,32,181,381
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000793.jpg,object_03,D00,233,9,242,76
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000794.jpg,object_00,D10,1,210,269,224
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000794.jpg,object_01,D00,13,100,43,151
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000795.jpg,object_00,D20,1,276,512,407
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000796.jpg,object_00,D00,221,18,257,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000797.jpg,object_00,D00,188,240,228,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000798.jpg,object_00,D10,1,302,435,400
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000799.jpg,object_00,D00,85,170,210,456
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000800.jpg,object_00,D10,1,232,511,301
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000800.jpg,object_01,D00,65,352,199,431
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000801.jpg,object_00,Repair,249,81,389,164
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000801.jpg,object_01,D40,324,165,337,181
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000801.jpg,object_02,D10,337,177,393,193
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000801.jpg,object_03,D00,332,183,349,275
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000801.jpg,object_04,D10,118,105,249,128
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000801.jpg,object_05,D00,70,35,115,102
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000801.jpg,object_06,D20,172,267,324,383
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000801.jpg,object_07,D40,300,269,317,301
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000801.jpg,object_08,D40,185,303,203,337
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000801.jpg,object_09,D10,73,246,311,266
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000801.jpg,object_10,D00,43,279,77,357
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000801.jpg,object_11,D10,1,289,51,303
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000801.jpg,object_12,D10,271,378,512,451
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000802.jpg,object_00,D00,137,1,191,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000803.jpg,object_00,D10,1,258,512,307
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000804.jpg,object_00,D00,202,1,253,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000805.jpg,object_00,D10,1,369,512,447
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000805.jpg,object_01,D10,15,76,512,138
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000805.jpg,object_02,D00,444,140,481,214
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000806.jpg,object_00,D00,218,69,246,294
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000806.jpg,object_01,D20,116,302,345,468
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000807.jpg,object_00,D10,153,266,512,328
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000807.jpg,object_01,D00,43,160,158,276
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000807.jpg,object_02,D00,81,279,159,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000808.jpg,object_00,D00,217,56,283,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000808.jpg,object_01,D00,251,1,345,66
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000809.jpg,object_00,D00,211,1,258,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000810.jpg,object_00,D10,403,297,512,306
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000810.jpg,object_01,D10,163,337,425,384
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000810.jpg,object_02,D10,177,70,324,112
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000811.jpg,object_00,D00,426,410,475,510
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000811.jpg,object_01,D00,118,32,226,506
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000812.jpg,object_00,D00,230,1,294,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000813.jpg,object_00,D20,188,1,343,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000814.jpg,object_00,D00,64,170,197,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000814.jpg,object_01,D00,73,171,116,263
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000814.jpg,object_02,D00,419,299,504,450
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000814.jpg,object_03,D00,461,173,508,228
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000815.jpg,object_00,Repair,1,93,512,454
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000816.jpg,object_00,D20,113,77,268,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000816.jpg,object_01,D00,221,29,245,76
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000817.jpg,object_00,D00,252,277,278,510
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000818.jpg,object_00,D00,343,118,509,198
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000818.jpg,object_01,D00,96,137,212,507
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000818.jpg,object_02,D00,15,206,99,371
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000819.jpg,object_00,Repair,125,1,232,84
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000819.jpg,object_01,Repair,89,14,155,50
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000819.jpg,object_02,D00,287,199,308,284
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000819.jpg,object_03,Repair,336,339,511,509
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000819.jpg,object_04,D10,31,492,170,507
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000819.jpg,object_05,D00,36,367,57,471
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000819.jpg,object_06,D00,1,144,43,207
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000820.jpg,object_00,D00,65,32,185,385
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000820.jpg,object_01,D00,11,353,35,430
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000820.jpg,object_02,D00,330,314,370,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000821.jpg,object_00,D20,1,209,512,379
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000822.jpg,object_00,D10,191,300,512,341
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000823.jpg,object_00,D00,228,153,301,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000823.jpg,object_01,D00,310,123,359,205
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000823.jpg,object_02,D00,359,68,425,175
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000824.jpg,object_00,D10,248,253,433,299
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000824.jpg,object_01,D10,77,270,243,302
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000824.jpg,object_02,D10,1,327,107,352
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000824.jpg,object_03,D10,23,85,109,107
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000825.jpg,object_00,D00,320,138,406,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000825.jpg,object_01,D00,252,1,319,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000826.jpg,object_00,D10,1,255,331,350
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000827.jpg,object_00,D00,5,1,299,103
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000827.jpg,object_01,D20,1,182,432,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000827.jpg,object_02,D00,434,150,512,222
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000828.jpg,object_00,D00,269,357,313,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000828.jpg,object_01,D00,194,204,249,338
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000828.jpg,object_02,D00,243,30,287,207
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000828.jpg,object_03,D00,11,102,108,188
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000829.jpg,object_00,D00,355,343,435,417
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000829.jpg,object_01,D10,146,223,512,277
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000829.jpg,object_02,D00,18,17,108,224
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000830.jpg,object_00,D20,147,73,272,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000830.jpg,object_01,D00,433,193,500,320
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000830.jpg,object_02,D00,219,25,245,72
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000831.jpg,object_00,D00,8,188,78,300
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000831.jpg,object_01,D00,191,389,233,508
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000831.jpg,object_02,D00,260,59,320,383
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000832.jpg,object_00,D00,227,122,452,508
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000832.jpg,object_01,D00,31,249,117,510
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000832.jpg,object_02,D00,42,99,175,282
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000832.jpg,object_03,D00,370,125,435,148
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000833.jpg,object_00,D00,209,91,234,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000833.jpg,object_01,D10,1,464,225,492
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000834.jpg,object_00,Repair,1,48,48,140
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000834.jpg,object_01,D20,11,106,140,175
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000834.jpg,object_02,D20,1,217,268,396
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000834.jpg,object_03,D10,269,345,361,376
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000834.jpg,object_04,D00,362,291,430,349
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000835.jpg,object_00,D00,204,42,236,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000835.jpg,object_01,D10,1,254,214,279
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000836.jpg,object_00,D20,1,292,512,367
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000836.jpg,object_01,D10,103,56,512,80
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000837.jpg,object_00,D00,251,1,337,64
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000837.jpg,object_01,D00,185,13,214,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000837.jpg,object_02,D00,35,59,156,509
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000838.jpg,object_00,D00,208,24,265,505
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000839.jpg,object_00,D00,1,309,482,445
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000840.jpg,object_00,D20,1,211,127,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000840.jpg,object_01,D20,164,268,512,421
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000841.jpg,object_00,D40,211,221,242,247
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000841.jpg,object_01,D40,198,230,207,242
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000842.jpg,object_00,D00,1,275,449,441
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000843.jpg,object_00,D10,169,217,355,259
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000843.jpg,object_01,D10,1,241,168,278
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000844.jpg,object_00,D20,1,240,512,427
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000845.jpg,object_00,D00,295,77,426,505
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000845.jpg,object_01,D00,13,23,214,507
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000846.jpg,object_00,D00,217,57,241,266
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000846.jpg,object_01,D20,135,284,336,426
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000847.jpg,object_00,D00,196,67,272,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000847.jpg,object_01,D00,294,56,312,87
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000847.jpg,object_02,D00,318,26,355,82
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000847.jpg,object_03,D00,412,203,465,282
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000848.jpg,object_00,D00,190,1,222,509
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000849.jpg,object_00,D00,210,70,248,241
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000849.jpg,object_01,D00,199,236,287,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000849.jpg,object_02,D10,145,133,207,151
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000849.jpg,object_03,D10,1,155,110,173
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000850.jpg,object_00,D00,195,1,225,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000850.jpg,object_01,D10,1,171,207,194
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000851.jpg,object_00,D10,1,219,511,268
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000852.jpg,object_00,D00,41,137,188,375
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000853.jpg,object_00,D00,1,1,287,111
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000853.jpg,object_01,D20,1,201,430,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000853.jpg,object_02,D00,430,125,512,201
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000854.jpg,object_00,D40,242,73,266,95
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000854.jpg,object_01,D40,231,78,239,90
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000855.jpg,object_00,D00,262,113,292,506
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000855.jpg,object_01,D10,174,217,484,259
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000855.jpg,object_02,D10,1,199,165,211
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000856.jpg,object_00,Repair,400,88,512,188
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000856.jpg,object_01,D10,281,127,427,144
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000856.jpg,object_02,D00,210,77,280,127
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000856.jpg,object_03,D00,202,35,207,77
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000856.jpg,object_04,D10,328,291,512,318
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000856.jpg,object_05,D40,472,358,495,401
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000856.jpg,object_06,D20,430,317,512,417
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000856.jpg,object_07,D00,319,325,344,427
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000856.jpg,object_08,D10,117,347,313,383
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000857.jpg,object_00,D00,294,77,431,506
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000857.jpg,object_01,D00,8,28,214,509
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000858.jpg,object_00,D20,172,129,512,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000858.jpg,object_01,D00,213,1,259,127
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000858.jpg,object_02,D10,1,336,173,367
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000859.jpg,object_00,D20,80,210,512,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000860.jpg,object_00,D10,1,246,512,317
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000861.jpg,object_00,D00,237,223,258,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000862.jpg,object_00,D00,77,1,174,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000863.jpg,object_00,D00,122,1,165,149
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000863.jpg,object_01,D20,160,1,512,283
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000863.jpg,object_02,D20,421,281,512,397
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000863.jpg,object_03,Repair,132,165,512,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000864.jpg,object_00,D10,1,276,512,401
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000865.jpg,object_00,D00,7,233,155,508
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000866.jpg,object_00,D10,229,265,510,322
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000866.jpg,object_01,D10,11,260,181,307
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000867.jpg,object_00,D20,1,241,223,440
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000867.jpg,object_01,D10,222,362,318,396
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000867.jpg,object_02,D00,319,315,379,370
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000867.jpg,object_03,D20,1,120,102,195
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000868.jpg,object_00,D00,49,341,108,510
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000869.jpg,object_00,D00,63,73,212,502
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000870.jpg,object_00,D00,13,256,87,483
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000870.jpg,object_01,D10,1,325,184,352
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000870.jpg,object_02,D00,457,15,512,184
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000871.jpg,object_00,D00,204,1,247,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000872.jpg,object_00,D00,332,72,510,204
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000872.jpg,object_01,D00,161,260,512,311
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000872.jpg,object_02,D00,22,279,157,399
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000872.jpg,object_03,D10,5,395,240,457
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000873.jpg,object_00,D20,1,280,197,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000873.jpg,object_01,D20,220,281,495,348
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000873.jpg,object_02,D10,4,41,161,68
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000874.jpg,object_00,D00,270,37,461,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000875.jpg,object_00,D00,229,252,512,373
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000875.jpg,object_01,D10,1,361,467,451
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000875.jpg,object_02,D00,53,358,227,414
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000876.jpg,object_00,D20,188,1,412,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000877.jpg,object_00,D00,42,127,125,421
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000877.jpg,object_01,D00,243,3,431,475
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000878.jpg,object_00,D00,184,75,221,510
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000879.jpg,object_00,D00,90,1,193,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000880.jpg,object_00,D20,1,119,347,311
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000881.jpg,object_00,D00,105,2,129,138
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000881.jpg,object_01,D00,53,137,121,265
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000881.jpg,object_02,D00,129,119,187,145
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000881.jpg,object_03,D00,196,168,256,244
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000881.jpg,object_04,D00,257,247,269,325
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000881.jpg,object_05,D00,171,245,508,509
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000882.jpg,object_00,D40,450,258,465,274
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000882.jpg,object_01,D20,466,245,512,291
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000882.jpg,object_02,D20,405,137,509,189
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000882.jpg,object_03,Repair,1,87,494,388
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000882.jpg,object_04,D00,394,387,442,512
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000883.jpg,object_00,D00,67,151,270,442
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000883.jpg,object_01,D00,270,34,401,139
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000884.jpg,object_00,D10,9,84,88,98
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000884.jpg,object_01,D00,58,107,152,499
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000884.jpg,object_02,D10,97,73,204,90
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000885.jpg,object_00,D00,250,141,487,511
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000885.jpg,object_01,D00,13,113,191,393
D:/Dataset/CRDDC2022/dataset/China_MotorBike/train\images\China_MotorBike_000885.jpg,object_02,D00,54,309,128,504
